"SITE_NAME","YEAR","R_Stems","lnStemst_1","lnMecinust_1","lnGRASSt_1","lnO_WEEDt_1","lnBGROUNDt_1","pr_May","pr_Mayt_1","absTmin","meansrad","meanswe","meansoil"
"BIG WOOD",2007,0.336472236621213,2.70805020110221,1.09861228866811,2.01490302054226,2.01490302054226,2.39789527279837,"53.08","36.54","-23.15",0.0354838709677419,96.1290322580645,78.6917580645161
"BIG WOOD",2007,0.336472236621213,2.70805020110221,1.09861228866811,2.01490302054226,2.01490302054226,2.39789527279837,"53.08","36.54","-23.15",0.136428571428571,131.585714285714,83.7679392857143
"BIG WOOD",2007,0.336472236621213,2.70805020110221,1.09861228866811,2.01490302054226,2.01490302054226,2.39789527279837,"53.08","36.54","-23.15",0.0338709677419355,194.722580645161,44.4423774193548
"BIG WOOD",2007,0.336472236621213,2.70805020110221,1.09861228866811,2.01490302054226,2.01490302054226,2.39789527279837,"53.08","36.54","-23.15",0.074,226.72,0.00162333333333333
"BIG WOOD",2007,0.336472236621213,2.70805020110221,1.09861228866811,2.01490302054226,2.01490302054226,2.39789527279837,"53.08","36.54","-23.15",0.0274193548387097,304.570967741935,0
"BIG WOOD",2007,0.336472236621213,2.70805020110221,1.09861228866811,2.01490302054226,2.01490302054226,2.39789527279837,"53.08","36.54","-23.15",0.043,322.11,0
"BIG WOOD",2007,0.336472236621213,2.70805020110221,1.09861228866811,2.01490302054226,2.01490302054226,2.39789527279837,"53.08","36.54","-23.15",0.03,316.403225806452,0
"BIG WOOD",2007,0.336472236621213,2.70805020110221,1.09861228866811,2.01490302054226,2.01490302054226,2.39789527279837,"53.08","36.54","-23.15",0.0067741935483871,275.264516129032,0
"BIG WOOD",2007,0.336472236621213,2.70805020110221,1.09861228866811,2.01490302054226,2.01490302054226,2.39789527279837,"53.08","36.54","-23.15",0.0626666666666667,209.89,0
"BIG WOOD",2007,0.336472236621213,2.70805020110221,1.09861228866811,2.01490302054226,2.01490302054226,2.39789527279837,"53.08","36.54","-23.15",0.178709677419355,138.958064516129,0
"BIG WOOD",2007,0.336472236621213,2.70805020110221,1.09861228866811,2.01490302054226,2.01490302054226,2.39789527279837,"53.08","36.54","-23.15",0.0546666666666667,91.3866666666667,0.205106666666667
"BIG WOOD",2007,0.336472236621213,2.70805020110221,1.09861228866811,2.01490302054226,2.01490302054226,2.39789527279837,"53.08","36.54","-23.15",0.164516129032258,70.6709677419355,39.3802612903226
"BIG WOOD",2008,-0.405465108108165,3.04452243772342,2.07944154167984,1.09861228866811,0.693147180559945,1.70474809223843,"60.96","53.08","-21.04999",0.201290322580645,89.7354838709677,101.775590322581
"BIG WOOD",2008,-0.405465108108165,3.04452243772342,2.07944154167984,1.09861228866811,0.693147180559945,1.70474809223843,"60.96","53.08","-21.04999",0.13,139.75,172.022646428571
"BIG WOOD",2008,-0.405465108108165,3.04452243772342,2.07944154167984,1.09861228866811,0.693147180559945,1.70474809223843,"60.96","53.08","-21.04999",0.072258064516129,181.422580645161,180.722567741935
